2004,MT, 10224,   12011,  146705
2004,NE, 21236,   22267,  285761
2004,NV, 20950,   32472,  400083
2004,NH, 15298,   17237,  206852
2004,NJ,114875,  104437, 1393347
2004,NM, 21730,   26211,  326102
2004,NY,218612,  218176, 2836337
2004,NC, 92550,  109979, 1385754
2004,ND,  8070,    8127,  100513
2004,OH,118060,  147161, 1840032
2004,OK, 40416,   47270,  629476
2004,OR, 27431,   44802,  552505
2004,PA,121167,  151250, 1828089
2004,RI, 11781,   12783,  156498
2004,SC, 46914,   56641,  703736
2004,SD,  9064,    9715,  122798
2004,TN, 60022,   73233,  941091
2004,TX,294547,  329214, 4405215
2004,UT, 22287,   37674,  503607
2004,VT,  8720,    7846,   98352
2004,VA, 93732,   96540, 1204739
2004,WA, 53125,   80918, 1020005
2004,WV, 19958,   22582,  280129
2004,WI, 60521,   67168,  864757
2004,WY,  6657,    6985,   84733
2003,AK,  7808,   11140,  133933
2003,AZ, 47507,   76376, 1012068
2003,AR, 30876,   37004,  454523
2003,CA,304311,  500143, 6413867
2003,CO, 44904,   58897,  757693
2003,CT, 42370,   45854,  577203
2003,DE,  7749,   10222,  117668
2003,DC,  5676,    5158,   78057
2003,FL,144955,  205443, 2587628
2003,GA, 97150,  120694, 1522611
2003,HI, 11129,   14543,  183609
2003,ID, 14049,   20091,  252120
2003,IL,127669,  160271, 2100961
2003,IN, 59924,   81494, 1011130
2003,IA, 34791,   38428,  481226
2003,KS, 32589,   36602,  470490
2003,KY, 41246,   50186,  663369
2003,LA, 50495,   60013,  727709
2003,ME, 17621,   17321,  202084
2003,MD, 55198,   68967,  869113
2003,MA, 72062,   78635,  980459
2003,MI, 97014,  139797, 1757604
2003,MN, 51611,   67909,  842854
2003,MS, 32591,   38231,  493540
2003,MO, 65169,   72806,  905941
2003,MT, 10301,   12409,  148356
2003,NE, 20921,   22792,  285542
2003,NV, 20234,   31392,  385401
2003,NH, 15112,   17703,  207417
2003,NJ,109077,  103603, 1380753
2003,NM, 21569,   25857,  323066
2003,NY,216116,  219335, 2864775
2003,NC, 89988,  108717, 1360209
2003,ND,  8037,    8245,  102233
2003,OH,121735,  147064, 1845428
2003,OK, 39253,   47258,  626160
2003,OR, 26732,   44711,  551273
2003,PA,119889,  150652, 1821146
2003,RI, 11918,   13018,  159375
2003,SC, 45830,   53384,  699198
2003,SD,  9245,   10082,  125537
2003,TN, 59584,   72505,  936682
2003,TX,289481,  324381, 4331751
2003,UT, 22147,   36386,  495981
2003,VT,  8749,    8098,   99103
2003,VA, 90573,   95586, 1192092
2003,WA, 52824,   82274, 1021349
2003,WV, 20020,   22255,  281215
2003,WI, 58216,   68663,  880031
2003,WY,  6567,    7173,   87462
